user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WM23_S18_MAGScoT_cleanbin_000023	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_030693575.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp030693575	92.56	0.575	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030285985.1, s__Brevundimonas sp030285985, 95.0, 91.29, 0.585; GCF_937982535.1, s__Brevundimonas sp002343425, 95.0, 89.91, 0.474; GCF_030160755.1, s__Brevundimonas denitrificans, 95.0, 89.69, 0.46; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 89.68, 0.415; GCF_002483305.1, s__Brevundimonas sp002483305, 95.0, 89.47, 0.363; GCF_004296955.1, s__Brevundimonas sp004296955, 95.0, 88.98, 0.38; GCA_030856285.1, s__Brevundimonas sp030856285, 95.0, 88.68, 0.305; GCA_018826515.1, s__Brevundimonas sp018826515, 95.0, 88.58, 0.384; GCA_019746095.1, s__Brevundimonas sp019746095, 95.0, 88.1, 0.31; GCF_030682035.1, s__Brevundimonas sp030682035, 95.0, 88.05, 0.303; GCF_030704825.1, s__Brevundimonas sp030704825, 95.0, 87.84, 0.274; GCF_027487935.1, s__Brevundimonas sp027487935, 95.0, 87.57, 0.297; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 87.4, 0.259; GCA_947501315.1, s__Brevundimonas sp947501315, 95.0, 87.1, 0.258; GCF_029946145.1, s__Brevundimonas sp029946145, 95.0, 86.74, 0.226	75.73	11	0.99693	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM23_S18_MAGScoT_cleanbin_000024	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	74.36	11	0.98714	N/A
WM23_S18_MAGScoT_cleanbin_000025	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.15	11	0.97424	N/A
WM23_S18_MAGScoT_cleanbin_000026	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_947504705.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp947504705	86.48	0.279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963205235.1, s__Tabrizicola sp963205235, 95.0, 86.22, 0.302	73.19	11	0.99309	N/A
WM23_S18_MAGScoT_cleanbin_000027	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACPVY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACPVY01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.81	11	0.96262	N/A
WM23_S18_MAGScoT_cleanbin_000028	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.55	11	0.94711	N/A
WM23_S18_MAGScoT_cleanbin_000029	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_018266735.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__Kapaibacterium sp018266735	89.79	0.5	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.98	11	0.9956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM23_S18_MAGScoT_cleanbin_000030	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_016185115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	87.58	0.438	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.93	11	0.99451	N/A
WM23_S18_MAGScoT_cleanbin_000031	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_016185115.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	88.15	0.448	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.22	11	0.99253	N/A
WM23_S18_MAGScoT_cleanbin_000032	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.86	11	0.98499	N/A
WM23_S18_MAGScoT_cleanbin_000033	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_025359585.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__LMDS01 sp025359585	88.82	0.294	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.28	11	0.99003	N/A
WM23_S18_MAGScoT_cleanbin_000034	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.64	11	0.98738	N/A
WM23_S18_MAGScoT_cleanbin_000035	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	GCA_945865485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.48	0.794	GCA_945865485.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.48	0.794	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	60.99	11	N/A	N/A
WM23_S18_MAGScoT_cleanbin_000036	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_030157685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp030157685	88.54	0.222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 87.75, 0.243; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 86.86, 0.185	60.66	11	0.99307	N/A
WM23_S18_MAGScoT_cleanbin_000037	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.34	11	0.94993	N/A
WM23_S18_MAGScoT_cleanbin_000038	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004105.1, s__Gemmatimonas groenlandica, 95.0, 89.5, 0.449; GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 87.53, 0.191; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 86.96, 0.172; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 86.56, 0.159	55.75	11	0.97981	N/A
WM23_S18_MAGScoT_cleanbin_000039	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000332455.1	95.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__Leptospira_A vanthielii	91.11	0.552	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918735.1, s__Leptospira_A abararensis, 95.0, 91.06, 0.567; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 89.76, 0.449; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 89.11, 0.398; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 88.82, 0.328; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 88.02, 0.277; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 87.79, 0.233; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 87.75, 0.211; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 87.69, 0.212; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 87.56, 0.213; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 87.42, 0.195; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 87.42, 0.194; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 87.41, 0.21; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 87.41, 0.202; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 87.34, 0.203; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 87.12, 0.19; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 87.1, 0.195	49.29	11	0.99806	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM24_S19_MAGScoT_cleanbin_000001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	98.67	11	0.94136	N/A
WM24_S19_MAGScoT_cleanbin_000002	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.94	11	0.97634	N/A
WM24_S19_MAGScoT_cleanbin_000003	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.2	11	0.85953	N/A
WM24_S19_MAGScoT_cleanbin_000004	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.01	11	0.97055	N/A
WM24_S19_MAGScoT_cleanbin_000005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.66	11	0.95366	N/A
WM24_S19_MAGScoT_cleanbin_000006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.62	11	0.98388	N/A
WM24_S19_MAGScoT_cleanbin_000007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_008080615.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium sp008080615	89.89	0.586	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.46	11	0.99043	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM24_S19_MAGScoT_cleanbin_000008	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_018780645.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__Paucibacter sp018780645	90.7	0.654	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_004362525.1, s__Paucibacter toxinivorans, 95.0, 90.88, 0.602	94.18	11	0.99637	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM24_S19_MAGScoT_cleanbin_000009	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_025938155.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp025938155	83.67	0.173	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_020179425.1, s__Novosphingobium percolationis, 95.0, 83.98, 0.189	91.26	11	0.98805	N/A
WM24_S19_MAGScoT_cleanbin_000010	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	N/A	N/A	N/A	N/A	N/A	GCA_020160915.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp020160915	92.67	0.711	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	91.08	11	0.9963	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM24_S19_MAGScoT_cleanbin_000011	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__2-12-FULL-35-15;f__2-12-FULL-35-15;g__2-12-FULL-35-15;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.29	11	0.96528	N/A
WM24_S19_MAGScoT_cleanbin_000012	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_016918735.1	95.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__Leptospira_A abararensis	90.6	0.64	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000332455.1, s__Leptospira_A vanthielii, 95.0, 90.74, 0.633; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 88.4, 0.562; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 87.57, 0.512; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 87.09, 0.429; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 85.45, 0.384; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 85.04, 0.345; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 84.72, 0.293; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 84.71, 0.304; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 84.66, 0.292; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 84.64, 0.308; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 84.54, 0.295; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 84.33, 0.285; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 84.31, 0.282; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 84.26, 0.289; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 84.13, 0.283; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 84.09, 0.252	89.95	11	0.99694	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WM24_S19_MAGScoT_cleanbin_000013	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.28	0.874	GCA_903920435.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	98.28	0.874	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 86.88, 0.356; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 85.63, 0.253	83.1	11	N/A	N/A
WM24_S19_MAGScoT_cleanbin_000014	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	98.05	0.91	GCF_000314675.2	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	98.05	0.91	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.59, 0.63; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.56, 0.464; GCF_000308295.2, s__Afipia birgiae, 95.0, 85.9, 0.286; GCF_014203115.1, s__Afipia massiliensis, 95.0, 85.52, 0.279; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.4, 0.247; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.37, 0.301; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.13, 0.234; GCA_024508675.1, s__Afipia sp024508675, 95.0, 84.76, 0.23; GCA_017308595.1, s__Afipia sp017308595, 95.0, 84.14, 0.174; GCA_024707075.1, s__Afipia sp024707075, 95.0, 84.01, 0.189; GCF_021502575.1, s__Afipia sp021502575, 95.0, 83.73, 0.18	79.86	11	N/A	N/A
WM24_S19_MAGScoT_cleanbin_000015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_030157685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp030157685	86.97	0.27	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 87.43, 0.267; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 86.24, 0.192	75.71	11	0.99238	N/A
WM24_S19_MAGScoT_cleanbin_000016	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAUYQR01;s__	N/A	N/A	N/A	N/A	N/A	GCA_030697175.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAUYQR01;s__JAUYQR01 sp030697175	93.12	0.795	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAUYQR01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	82.62	11	0.99514	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
